Control Number,Account Name,District,Street,Connection Type,Connection Status,Last Reading,2019_DEC,2020_JAN,2020_FEB,2020_MAR,2020_APR,2020_MAY,2020_JUN,2020_JUL,2020_AUG,2020_SEP,2020_OCT,2020_NOV,2020_DEC,2022_JAN,2022_FEB,2022_MAR,2022_APR,2022_MAY,2022_JUN,2022_JUL,2022_AUG,2022_SEP,2022_OCT,2022_NOV,2022_DEC,2023_JAN,2023_FEB,2023_MAR,2023_APR,2023_MAY,2023_JUN,2023_JUL,2023_AUG,2023_SEP,2023_OCT,2023_NOV,2023_DEC,2024_JAN,2024_FEB,2024_MAR,2024_APR,2024_MAY,2024_JUN,2024_JUL,2024_AUG,2024_SEP,2024_OCT,2024_NOV,2024_DEC,2025_JAN,2025_FEB,2025_MAR,2025_APR,2025_MAY
500064,"Mabborang, Florencio",District 3,Flores Street,Residential,Active,22.0,,,,,,,,16.0,23.0,25.0,28.0,0.0,,19.0,25.0,7.0,19.0,0.0,20.0,0.0,35.0,34.0,0.0,0.0,0.0,19.0,16.0,0.0,12.0,21.0,18.0,35.0,86.0,,,22.0,21.0,,,,,26.0,,20.0,17.0,,24.0,20.0,,18.0,18.0,19.0,4.0,22.0
500065,"Garamay, Jose",District 3,Flores Street,Residential,Active,13.0,,,,,,,,12.0,15.0,6.0,9.0,14.0,,10.0,8.0,7.0,14.0,0.0,16.0,0.0,15.0,14.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,9.0,19.0,,,12.0,12.0,,,,,13.0,,11.0,11.0,,13.0,10.0,,13.0,13.0,14.0,14.0,13.0
500066,"Almodal, Glenda",District 3,Flores Street,Residential,Active,12.0,,,,,,,,76.0,39.0,25.0,35.0,43.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,3.0,2.0,1.0,4.0,0.0,10.0,0.0,1.0,7.0,11.0,,,10.0,10.0,,,,,19.0,,17.0,9.0,,27.0,26.0,,45.0,94.0,137.0,40.0,12.0
500067,"Llamas, Jose Sr.",District 3,Balintong Street,Residential,Active,8.0,,,,,,,,7.0,15.0,11.0,10.0,10.0,,7.0,12.0,9.0,13.0,0.0,12.0,0.0,20.0,20.0,10.0,10.0,11.0,7.0,11.0,0.0,15.0,13.0,11.0,15.0,0.0,,,1157.0,1156.0,,,,,19.0,,7.0,13.0,,5.0,4.0,,5.0,2.0,4.0,5.0,8.0
500068,"Delavin, Maria",District 3,Balintong Street,Residential,Active,17.0,,,,,,,,17.0,20.0,15.0,20.0,17.0,,14.0,14.0,16.0,21.0,0.0,29.0,0.0,48.0,47.0,28.0,35.0,52.0,26.0,49.0,0.0,54.0,61.0,63.0,80.0,46.0,,,117.0,116.0,,,,,0.0,,82.0,94.0,,7.0,5.0,,6.0,12.0,23.0,25.0,17.0
500069,"Espinosa, Tito",District 3,Altarejos Street,Residential,Disconnected,0.0,,,,,,,,27.0,26.0,18.0,18.0,26.0,,18.0,27.0,19.0,42.0,0.0,10.0,0.0,36.0,35.0,17.0,18.0,12.0,19.0,10.0,0.0,11.0,13.0,19.0,15.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500070,"Bartolay, Victor 2",District 3,Altarejos Street,Residential,Active,0.0,,,,,,,,40.0,31.0,20.0,22.0,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,4.0,7.0,,,3.0,2.0,,,,,9.0,,3.0,3.0,,4.0,1.0,,0.0,0.0,0.0,0.0,0.0
500071,"Bartolay, Licel",District 3,Altarejos Street,Industrial,Active,0.0,,,,,,,,90.0,183.0,111.0,69.0,79.0,,0.0,184.0,10.0,103.0,0.0,10.0,0.0,16.0,15.0,0.0,0.0,43.0,34.0,19.0,0.0,43.0,147.0,42.0,282.0,150.0,,,3.0,3.0,,,,,8.0,,0.0,2.0,,0.0,2.0,,0.0,0.0,0.0,0.0,0.0
500072,"Alcantara, Rector",District 3,Altarejos Street,Residential,Active,10.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,27.0,,,34.0,33.0,,,,,20.0,,3.0,6.0,,1.0,0.0,,0.0,0.0,0.0,0.0,10.0
500073,"Granado, Josie",District 3,Letada Street,Residential,Active,27.0,,,,,,,,0.0,0.0,0.0,17.0,11.0,,15.0,0.0,22.0,25.0,0.0,16.0,0.0,34.0,34.0,7.0,17.0,3.0,0.0,6.0,0.0,15.0,39.0,18.0,29.0,34.0,,,42.0,41.0,,,,,0.0,,0.0,0.0,,10.0,31.0,,25.0,7.0,0.0,41.0,27.0
500074,"Granado, Edgar",District 3,Letada Street,Residential,Active,8.0,,,,,,,,14.0,19.0,14.0,11.0,11.0,,18.0,3.0,1.0,25.0,0.0,21.0,0.0,33.0,32.0,15.0,17.0,17.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,49.0,,,30.0,30.0,,,,,22.0,,0.0,29.0,,2.0,7.0,,5.0,5.0,6.0,12.0,8.0
500075,"Cerillo, Ronnie",District 4,Lique Street,Residential,Active,12.0,,,,,,,,10.0,11.0,4.0,6.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,17.0,,,16.0,15.0,,,,,12.0,,16.0,10.0,,9.0,11.0,,6.0,12.0,10.0,12.0,12.0
500076,"Llacer, Emilio Sr.",District 3,Letada Street,Residential,Disconnected,0.0,,,,,,,,9.0,6.0,0.0,8.0,12.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500077,"Llacer, Emilio Jr.",District 3,Letada Street,Residential,Disconnected,0.0,,,,,,,,5.0,9.0,0.0,16.0,9.0,,2.0,6.0,1.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,,,3.0,2.0,,,,,13.0,,3.0,1.0,,22.0,3.0,,6.0,0.0,0.0,0.0,0.0
500078,"Bartolay, Antonio",District 3,Letada Street,Residential,Active,27.0,,,,,,,,14.0,29.0,28.0,31.0,22.0,,27.0,28.0,20.0,29.0,0.0,30.0,0.0,62.0,61.0,29.0,39.0,12.0,19.0,33.0,0.0,35.0,43.0,28.0,31.0,69.0,,,44.0,44.0,,,,,37.0,,16.0,33.0,,22.0,30.0,,37.0,28.0,31.0,32.0,27.0
500079,"Dado, Evangelina",District 4,Lique Street,Residential,Active,36.0,,,,,,,,5.0,4.0,3.0,3.0,19.0,,65.0,15.0,0.0,21.0,0.0,14.0,0.0,16.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,15.0,19.0,3.0,,,0.0,0.0,,,,,34.0,,0.0,49.0,,0.0,0.0,,55.0,132.0,40.0,42.0,36.0
500080,"Rejuso, Rene",District 3,Amican Street,Residential,Active,7.0,,,,,,,,11.0,11.0,9.0,18.0,7.0,,8.0,10.0,0.0,22.0,0.0,23.0,0.0,34.0,34.0,21.0,16.0,18.0,11.0,15.0,0.0,9.0,6.0,7.0,6.0,22.0,,,28.0,28.0,,,,,12.0,,10.0,9.0,,13.0,5.0,,13.0,5.0,9.0,11.0,7.0
500081,"Sola, Julio",District 3,Amican Street,Residential,Active,16.0,,,,,,,,21.0,24.0,22.0,24.0,15.0,,18.0,22.0,24.0,15.0,0.0,11.0,0.0,31.0,30.0,16.0,15.0,17.0,9.0,12.0,0.0,15.0,15.0,11.0,17.0,25.0,,,17.0,17.0,,,,,14.0,,15.0,10.0,,16.0,11.0,,31.0,21.0,16.0,20.0,16.0
500082,LSJ,District 3,Almonte Street,Residential,Active,0.0,,,,,,,,185.0,0.0,226.0,0.0,0.0,,133.0,158.0,0.0,162.0,0.0,150.0,0.0,124.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,184.0,184.0,,,,,179.0,,122.0,171.0,,163.0,168.0,,211.0,4.0,0.0,0.0,0.0
500083,"Almoguerra, Virginia",District 2,Balcavem Street,Residential,Active,11.0,,,,,,,,17.0,27.0,11.0,19.0,16.0,,19.0,10.0,14.0,15.0,0.0,17.0,10.0,24.0,24.0,15.0,15.0,15.0,11.0,13.0,0.0,11.0,19.0,16.0,16.0,26.0,,,18.0,18.0,,,,,14.0,,13.0,13.0,,13.0,10.0,,10.0,10.0,12.0,13.0,11.0
500084,"Almodiel, Jessie",District 4,Esparrago Street,Residential,Active,30.0,,,,,,,,56.0,75.0,42.0,41.0,71.0,,80.0,67.0,136.0,66.0,102.0,114.0,0.0,198.0,198.0,84.0,114.0,69.0,81.0,54.0,0.0,72.0,67.0,64.0,77.0,204.0,,,34.0,34.0,,,,,19.0,,20.0,20.0,,27.0,22.0,,29.0,26.0,30.0,15.0,30.0
500085,"Almojuela, Darwin",District 4,Esparrago Street,Residential,Active,1.0,,,,,,,,27.0,33.0,23.0,25.0,12.0,,30.0,24.0,38.0,17.0,29.0,32.0,0.0,22.0,21.0,0.0,82.0,33.0,21.0,1.0,0.0,11.0,26.0,50.0,2.0,1.0,,,0.0,0.0,,,,,10.0,,10.0,13.0,,20.0,20.0,,17.0,13.0,8.0,20.0,1.0
500086,"Dejumo, Milagros",District 4,Esparrago Street,Residential,Active,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,,,4.0,3.0,,,,,3.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
500087,"Bustillo, Maria Janil",District 4,Esparrago Street,Residential,Active,27.0,,,,,,,,16.0,0.0,14.0,12.0,14.0,,6.0,0.0,0.0,5.0,20.0,14.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,28.0,28.0,25.0,74.0,,,51.0,50.0,,,,,25.0,,25.0,18.0,,25.0,26.0,,32.0,25.0,40.0,39.0,27.0
500088,"Granado, Nelly",District 4,Esparrago Street,Residential,Active,7.0,,,,,,,,14.0,19.0,14.0,9.0,18.0,,11.0,11.0,17.0,8.0,15.0,18.0,0.0,24.0,23.0,11.0,15.0,9.0,15.0,7.0,0.0,13.0,13.0,13.0,14.0,29.0,,,21.0,21.0,,,,,12.0,,14.0,10.0,,17.0,15.0,,13.0,4.0,24.0,23.0,7.0
500089,"Villamor, Flora",District 3,Esparrago Street,Residential,Active,40.0,,,,,,,,106.0,0.0,0.0,0.0,236.0,,0.0,1.0,24.0,23.0,20.0,37.0,0.0,111.0,111.0,79.0,30.0,1.0,0.0,8.0,0.0,1.0,15.0,0.0,0.0,0.0,,,25.0,25.0,,,,,20.0,,0.0,43.0,,38.0,23.0,,19.0,25.0,64.0,34.0,40.0
500090,"Barrun, Emma",District 4,Villamor Street,Residential,Active,55.0,,,,,,,,28.0,51.0,27.0,44.0,28.0,,29.0,22.0,39.0,17.0,0.0,33.0,15.0,52.0,51.0,31.0,28.0,28.0,36.0,24.0,0.0,35.0,34.0,16.0,0.0,0.0,,,28.0,28.0,,,,,30.0,,0.0,0.0,,0.0,25.0,,43.0,45.0,50.0,65.0,55.0
500091,"Ragasa, Fe",District 4,Villamor Street,Residential,Active,18.0,,,,,,,,12.0,17.0,7.0,13.0,13.0,,16.0,14.0,28.0,12.0,0.0,41.0,10.0,37.0,37.0,25.0,0.0,0.0,22.0,18.0,0.0,23.0,19.0,11.0,3.0,46.0,,,15.0,15.0,,,,,20.0,,22.0,15.0,,21.0,26.0,,20.0,25.0,26.0,26.0,18.0
500092,"Bartolata, Eduardo Jr.",District 4,Villamor Street,Residential,Active,25.0,,,,,,,,10.0,17.0,11.0,17.0,13.0,,17.0,12.0,20.0,9.0,0.0,17.0,8.0,31.0,30.0,23.0,14.0,9.0,13.0,12.0,0.0,13.0,18.0,17.0,14.0,47.0,,,0.0,0.0,,,,,0.0,,12.0,18.0,,25.0,12.0,,19.0,20.0,21.0,16.0,25.0
500093,"Moya, Crispina",District 4,Alicante Street,Residential,Active,26.0,,,,,,,,16.0,24.0,13.0,20.0,26.0,,19.0,20.0,11.0,25.0,0.0,22.0,0.0,58.0,57.0,24.0,17.0,25.0,26.0,4.0,0.0,13.0,27.0,19.0,23.0,46.0,,,39.0,38.0,,,,,24.0,,0.0,16.0,,16.0,27.0,,23.0,27.0,22.0,31.0,26.0
500094,"Go, Jacqueline",District 4,Alicante Street,Residential,Active,10.0,,,,,,,,14.0,15.0,16.0,16.0,6.0,,10.0,25.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,10.0
500095,"Bartolay, Rustom",District 4,Alicante Street,Residential,Active,28.0,,,,,,,,6.0,6.0,3.0,4.0,4.0,,18.0,23.0,12.0,39.0,0.0,16.0,0.0,49.0,49.0,25.0,26.0,24.0,8.0,31.0,0.0,37.0,11.0,21.0,28.0,58.0,,,37.0,36.0,,,,,20.0,,20.0,25.0,,19.0,24.0,,37.0,23.0,27.0,25.0,28.0
500096,"Almodal, Ana",District 4,Grafilo Street,Residential,Active,3.0,,,,,,,,0.0,6.0,6.0,3.0,3.0,,4.0,3.0,5.0,2.0,5.0,4.0,2.0,6.0,6.0,5.0,5.0,2.0,4.0,2.0,0.0,2.0,6.0,2.0,2.0,8.0,,,4.0,3.0,,,,,2.0,,6.0,2.0,,3.0,3.0,,2.0,2.0,4.0,3.0,3.0
500097,"Carranza, Petrona",District 4,Grafilo Street,Residential,Active,45.0,,,,,,,,0.0,106.0,0.0,0.0,22.0,,22.0,20.0,34.0,17.0,48.0,61.0,16.0,55.0,54.0,57.0,48.0,31.0,26.0,15.0,0.0,63.0,53.0,15.0,0.0,45.0,,,75.0,75.0,,,,,20.0,,0.0,55.0,,30.0,37.0,,20.0,40.0,45.0,47.0,45.0
500098,"Almoete, Mitchell",District 4,Bartolay Street,Residential,Active,30.0,,,,,,,,28.0,32.0,24.0,25.0,24.0,,30.0,21.0,44.0,21.0,0.0,38.0,21.0,63.0,62.0,24.0,26.0,29.0,29.0,21.0,0.0,31.0,34.0,25.0,22.0,57.0,,,57.0,56.0,,,,,18.0,,34.0,24.0,,25.0,23.0,,26.0,27.0,21.0,35.0,30.0
500099,"Barrun, Simi",District 3,Bartolay Street,Residential,Disconnected,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500100,"Payawal, Redentor",District 4,Flores Street,Residential,Active,25.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,31.0,22.0,14.0,39.0,0.0,26.0,0.0,22.0,21.0,3.0,1.0,9.0,4.0,23.0,0.0,17.0,33.0,16.0,24.0,32.0,,,12.0,11.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,31.0,26.0,32.0,25.0,25.0
500101,"Villahermosa, Oscar",District 3,Flores Street,Residential,Active,22.0,,,,,,,,11.0,20.0,9.0,14.0,9.0,,7.0,9.0,8.0,12.0,0.0,19.0,0.0,24.0,24.0,11.0,7.0,17.0,7.0,12.0,0.0,0.0,10.0,14.0,16.0,21.0,,,11.0,11.0,,,,,17.0,,4.0,8.0,,14.0,9.0,,5.0,3.0,0.0,0.0,22.0
500102,"Delos Santos, Neria",District 4,Flores Street,Residential,Active,23.0,,,,,,,,9.0,31.0,24.0,21.0,23.0,,19.0,19.0,23.0,51.0,0.0,32.0,0.0,48.0,48.0,25.0,23.0,19.0,28.0,20.0,0.0,15.0,31.0,12.0,13.0,64.0,,,33.0,33.0,,,,,36.0,,20.0,19.0,,28.0,13.0,,10.0,16.0,18.0,25.0,23.0
500103,"Almojuela, Flora",District 3,Flores Street,Residential,Active,0.0,,,,,,,,0.0,10.0,6.0,4.0,25.0,,0.0,28.0,0.0,42.0,0.0,42.0,0.0,32.0,31.0,13.0,15.0,14.0,13.0,0.0,,0.0,13.0,7.0,2.0,7.0,,,18.0,18.0,,,,,23.0,,13.0,11.0,,10.0,4.0,,6.0,6.0,20.0,5.0,0.0
500104,"Bartolata, Vivina",District 3,Flores Street,Residential,Disconnected,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500105,"Lignes, Maria",District 3,Altarejos Street,Residential,Active,12.0,,,,,,,,37.0,40.0,27.0,27.0,29.0,,37.0,0.0,32.0,0.0,0.0,37.0,0.0,67.0,67.0,35.0,26.0,57.0,39.0,15.0,0.0,18.0,29.0,10.0,29.0,61.0,,,20.0,20.0,,,,,19.0,,30.0,49.0,,13.0,3.0,,7.0,12.0,14.0,15.0,12.0
500106,"Lumberio, Esmeria",District 4,Esparrago Street,Residential,Active,52.0,,,,,,,,18.0,27.0,14.0,16.0,27.0,,33.0,45.0,0.0,66.0,40.0,52.0,0.0,70.0,69.0,31.0,35.0,26.0,36.0,19.0,0.0,25.0,41.0,33.0,31.0,66.0,,,42.0,41.0,,,,,20.0,,20.0,15.0,,28.0,20.0,,30.0,21.0,26.0,20.0,52.0
500107,"Villahermosa, Margie",District 4,Lique Street,Commercial,Active,57.0,,,,,,,,6.0,17.0,17.0,25.0,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,6.0,6.0,,,,,10.0,,6.0,9.0,,10.0,23.0,,14.0,30.0,46.0,68.0,57.0
500108,"Llacer, Severina",District 4,Flores Street,Residential,Disconnected,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500109,"Balingasa, Zenaida-A",District 4,Bartolay Street,Residential,Active,45.0,,,,,,,,38.0,15.0,10.0,11.0,12.0,,27.0,26.0,41.0,23.0,0.0,33.0,11.0,49.0,49.0,26.0,26.0,13.0,3.0,6.0,0.0,17.0,23.0,16.0,32.0,62.0,,,18.0,18.0,,,,,33.0,,17.0,16.0,,18.0,16.0,,18.0,17.0,33.0,38.0,45.0
500110,"Almocera, Francisco Sr.",District 3,Letada Street,Residential,Active,19.0,,,,,,,,8.0,22.0,19.0,21.0,62.0,,15.0,11.0,8.0,11.0,0.0,8.0,0.0,10.0,10.0,11.0,6.0,10.0,3.0,8.0,0.0,9.0,8.0,3.0,1.0,9.0,,,23.0,22.0,,,,,103.0,,0.0,6.0,,4.0,25.0,,21.0,22.0,40.0,26.0,19.0
500111,"Barsaga, Myla",District 3,Letada Street,Residential,Active,18.0,,,,,,,,15.0,20.0,12.0,17.0,16.0,,14.0,11.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,20.0,,0.0,0.0,,54.0,0.0,,9.0,0.0,6.0,22.0,18.0
500112,"Jayubo, Lorna",District 3,Balintong Street,Residential,Active,17.0,,,,,,,,46.0,70.0,45.0,51.0,51.0,,19.0,25.0,13.0,54.0,0.0,18.0,0.0,54.0,53.0,26.0,31.0,40.0,14.0,24.0,0.0,28.0,30.0,21.0,36.0,56.0,,,46.0,45.0,,,,,30.0,,33.0,37.0,,35.0,20.0,,37.0,36.0,32.0,33.0,17.0
500113,"Almocera, Rowena",District 3,Amican Street,Residential,Disconnected,0.0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500114,"Labastida, Maricel",District 2,Balcavem Street,Residential,Active,12.0,,,,,,,,46.0,18.0,0.0,7.0,5.0,,16.0,10.0,13.0,14.0,0.0,15.0,0.0,30.0,29.0,13.0,14.0,12.0,6.0,4.0,0.0,8.0,17.0,13.0,14.0,19.0,,,18.0,18.0,,,,,10.0,,12.0,13.0,,8.0,12.0,,12.0,12.0,12.0,11.0,12.0
500115,"Letada, Emma",District 2,Balcavem Street,Residential,Active,15.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,,13.0,11.0,7.0,11.0,0.0,12.0,0.0,20.0,20.0,8.0,13.0,12.0,10.0,10.0,0.0,13.0,22.0,12.0,17.0,29.0,,,25.0,25.0,,,,,14.0,,18.0,19.0,,12.0,22.0,,15.0,18.0,16.0,20.0,15.0
500116,"Hayohay, Melvin",District 3,Lique Street,Commercial,Active,25.0,,,,,,,,2.0,11.0,2.0,2.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,23.0,23.0,,15.0,16.0,,13.0,21.0,17.0,29.0,25.0
500117,"Garamay, Rella",District 3,Altarejos Street,Commercial,Active,80.0,,,,,,,,74.0,63.0,27.0,36.0,52.0,,33.0,40.0,26.0,52.0,0.0,47.0,0.0,78.0,77.0,52.0,49.0,32.0,31.0,16.0,0.0,11.0,34.0,38.0,54.0,104.0,,,58.0,58.0,,,,,28.0,,37.0,35.0,,53.0,50.0,,12.0,59.0,65.0,50.0,80.0
500118,"Abejero, Ernesto Jr.",District 3,Altarejos Street,Residential,Active,0.0,,,,,,,,27.0,28.0,19.0,22.0,26.0,,19.0,0.0,38.0,48.0,0.0,25.0,0.0,52.0,52.0,22.0,25.0,31.0,31.0,31.0,0.0,13.0,36.0,28.0,26.0,93.0,,,42.0,42.0,,,,,14.0,,23.0,12.0,,10.0,11.0,,15.0,15.0,20.0,18.0,0.0
500119,"Villamor, Anecia",District 3,Lique Street,Residential,Active,32.0,,,,,,,,0.0,1.0,1.0,0.0,0.0,,0.0,26.0,21.0,61.0,0.0,7.0,0.0,16.0,15.0,1.0,20.0,47.0,24.0,28.0,0.0,26.0,6.0,2.0,5.0,6.0,,,58.0,57.0,,,,,44.0,,32.0,28.0,,33.0,26.0,,15.0,32.0,31.0,37.0,32.0
500120,"Granado, Emma",District 4,Flores Street,Residential,Active,48.0,,,,,,,,33.0,45.0,23.0,35.0,25.0,,25.0,27.0,26.0,2.0,0.0,46.0,0.0,62.0,62.0,22.0,24.0,33.0,31.0,23.0,0.0,22.0,55.0,34.0,43.0,85.0,,,63.0,62.0,,,,,73.0,,41.0,57.0,,64.0,40.0,,37.0,43.0,55.0,53.0,48.0
500121,"Alig, Geraldine",District 2,Don Juan Street,Residential,Active,12.0,,,,,,,,,,0.0,0.0,0.0,,0.0,27.0,30.0,23.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,0.0,24.0,20.0,10.0,0.0,0.0,,,26.0,25.0,,,,,18.0,,13.0,14.0,,25.0,26.0,,19.0,16.0,25.0,19.0,12.0
500122,"Almoete, Maripaz",District 3,Letada Street,Residential,Active,0.0,,,,,,,,36.0,46.0,41.0,45.0,54.0,,79.0,87.0,68.0,105.0,0.0,95.0,0.0,98.0,98.0,92.0,100.0,36.0,43.0,43.0,0.0,32.0,30.0,25.0,18.0,0.0,,,0.0,0.0,,,,,57.0,,45.0,24.0,,17.0,22.0,,2.0,1.0,1.0,1.0,0.0
500123,"Adiaton, Rodrigo",District 3,Bartolay Street,Residential,Active,30.0,,,,,,,,44.0,68.0,69.0,86.0,54.0,,0.0,0.0,23.0,18.0,0.0,20.0,13.0,54.0,53.0,39.0,1.0,8.0,2.0,10.0,0.0,106.0,4.0,12.0,26.0,40.0,,,27.0,26.0,,,,,20.0,,16.0,20.0,,36.0,28.0,,32.0,17.0,30.0,38.0,30.0
500124,"Vasquez, Erlinda",District 3,Letada Street,Residential,Active,2.0,,,,,,,,5.0,6.0,4.0,3.0,5.0,,4.0,0.0,11.0,7.0,0.0,5.0,0.0,8.0,8.0,0.0,8.0,3.0,2.0,4.0,0.0,10.0,3.0,1.0,3.0,4.0,,,5.0,4.0,,,,,11.0,,0.0,0.0,,1.0,1.0,,2.0,12.0,41.0,2.0,2.0
500125,"Canares, Evangelina",District 1,Bartolay Street,Residential,Active,10.0,,,,,,,,10.0,9.0,5.0,6.0,7.0,,10.0,8.0,0.0,0.0,0.0,0.0,62.0,19.0,19.0,11.0,10.0,13.0,16.0,22.0,0.0,19.0,21.0,8.0,12.0,23.0,,,22.0,21.0,,,,,12.0,,10.0,10.0,,12.0,12.0,,11.0,11.0,16.0,28.0,10.0
500126,"Cantoria, Mercedes",District 3,Letada Street,Residential,Active,17.0,,,,,,,,13.0,0.0,0.0,12.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,13.0,25.0,,33.0,0.0,,0.0,0.0,0.0,62.0,17.0
500127,"Balingasa, Zenaida-B",District 4,Flores Street,Residential,Active,24.0,,,,,,,,6.0,6.0,8.0,8.0,6.0,,3.0,2.0,1.0,13.0,0.0,6.0,0.0,37.0,37.0,16.0,22.0,27.0,17.0,15.0,0.0,9.0,20.0,11.0,22.0,44.0,,,21.0,20.0,,,,,15.0,,18.0,24.0,,23.0,0.0,,17.0,18.0,22.0,22.0,24.0
500128,"Gebilaguin, Vito",District 2,Bailon Street,Residential,Active,24.0,,,,,,,,60.0,45.0,13.0,40.0,0.0,,33.0,70.0,31.0,43.0,0.0,33.0,0.0,63.0,63.0,31.0,35.0,0.0,0.0,65.0,0.0,22.0,43.0,27.0,43.0,52.0,,,31.0,30.0,,,,,16.0,,20.0,13.0,,16.0,10.0,,14.0,14.0,23.0,24.0,24.0
500129,"Romblon, Ariel",District 3,Altarejos Street,Commercial,Active,55.0,,,,,,,,38.0,34.0,21.0,22.0,27.0,,29.0,31.0,36.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,,,71.0,70.0,,,,,56.0,,69.0,53.0,,64.0,57.0,,24.0,55.0,58.0,60.0,55.0
500130,"Romblon, Romeo",District 3,Bartolay Street,Residential,Disconnected,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
